query,answer
"Участники рынка инновационной продукции, высокотехнологичной продукции, в том числе у субъектов МСП – не позднее 1 февраля года, следующего за отчетным. Эксперты считают, что инновационная продукция, высокотехнологичная продукция и высокотехнологичная продукция должна быть закуплена не раньше февраля.","годовой отчет о закупке инновационной продукции, высокотехнологичной продукции, в том числе у субъектов МСП (применимо к заказчикам I группы, в отношении которых действуют нормы законодательства об обязанности осуществлять такие закупки) – не позднее 1 февраля года, следующего за отчетным."
"Заказчики II группы II группы официально размещают в ЕИС информацию об объеме выручки в соответствии с частью 2.1 статьи 1 Закона 223-ФЗ. Если иное прямо не установлено законодательством или настоящим Положением, заказчики группы размещают эту информацию в ЕИС.","Если иное прямо не установлено законодательством или настоящим Положением, заказчики II группы официально размещают в ЕИС информацию об объеме выручки в соответствии с частью 2.1 статьи 1 Закона 223-ФЗ."
"При проведении открытых закупок в электронной форме организатор закупок обеспечивает одновременное размещение документов, указанных в подп. (2) – (8) Положения, на ЭТП с обязательным указанием места их официального размещения осуществляется согласно подп. 3.1(3), 3.1(4) Положения.","При проведении открытых закупок в электронной форме организатор закупки обеспечивает одновременное (в тот же день, что и официальное размещение) размещение документов, указанных в подп. (2) – (8) Положения, на ЭТП с обязательным указанием места их официального размещения. При проведении закупок в электронной форме на ЗЭТП официальное размещение документов, указанных в подп. (2) – (8) Положения, осуществляется согласно подп. 3.1(3), 3.1(4) Положения."
"При неконкурентной закупке по основаниям, предусмотренным п. 6.6.2 Положения, заказчики официально размещают информацию о закупке, предусмотренную подразделом 16.1 Положения.","При неконкурентной закупке по основаниям, предусмотренным п. 6.6.2 Положения, заказчики официально размещают информацию о такой закупке, предусмотренную подразделом 16.1 Положения, кроме случаев, указанных в п. 3.3.1 – 3.3.7 Положения."
"Запрет на открытое размещение информации и право не размещать информацию на открытом размещении. Запрет на закрытое размещение информации, запрет на открытое размещение информации и запрет на свободное размещение информации.",Запрет на открытое размещение информации и право не размещать информацию
"Заказчики I и II группы не размещают в ЕИС, на официальном сайте заказчика сведения о закупке, составляющие государственную тайну. Если иное прямо не установлено законодательством, такие сведения не размещаются в ЕИС и на ЭТП, на ЗЭТП, на ЭТП.","Если иное прямо не установлено законодательством, заказчики I и II группы не размещают в ЕИС, на официальном сайте заказчика, на ЭТП, на ЗЭТП сведения о закупке, составляющие государственную тайну, при условии, что такие сведения содержатся в извещении, документации о закупке (подраздел 19.5 Положения)."
"Заказчики I и II группы не размещают в ЕИС сведения: на официальном сайте ЕИС, на ЭТП сведения: если иное не предусмотрено требованиями закона 223-ФЗ и принятых в его развитие НПА НПА, на сайте заказчика и на ЭТП размещают сведения: в ЕИС не размещаются сведения: сведения, на которых заказчики размещают на ЭТП, в ЭТП и в ЭТП, а не на ЭТП.","Если иное не предусмотрено требованиями Закона 223-ФЗ и принятых в его развитие НПА (с учетом требований п. 3.1.7 Положения) заказчики I и II группы не размещают в ЕИС, на официальном сайте ЕИС, на официальном сайте заказчика, на ЭТП сведения:"
"Российская Федерация закупает в рамках выполнения ГОЗ заказы на создание, модернизацию, поставки, ремонт, сервисное обслуживание и утилизацию вооружения, военной и специальной техники, на разработку, производство и поставки космической техники и объектов космической инфраструктуры.","о закупке, осуществляемой в рамках выполнения ГОЗ в целях обеспечения обороны и безопасности Российской Федерации в части заказов на создание, модернизацию, поставки, ремонт, сервисное обслуживание и утилизацию вооружения, военной и специальной техники, на разработку, производство и поставки космической техники и объектов космической инфраструктуры;"
"о закупке услуг по привлечению во вклады денежных средств заказчиков, выдаче банковских гарантий и поручительств, выдаче кредитов и займов, выдаче поручительств и доверительном управлению денежными средствами заказчиков и иным имуществом заказчиков.","о закупке услуг по привлечению во вклады (включая размещение депозитных вкладов) денежных средств заказчиков, получению кредитов и займов, доверительному управлению денежными средствами и иным имуществом, выдаче банковских гарантий и поручительств, предусматривающих исполнение обязательств в денежной форме, открытию и ведению счетов, включая аккредитивы, о закупке брокерских услуг, услуг депозитариев;"
"О закупке, связанной с заключением и исполнением договора купли-продажи, аренды (субаренды), договора доверительного управления государственным или муниципальным имуществом, иного договора, предусматривающего переход прав владения и (или) пользования в отношении недвижимого имущества.","о закупке, связанной с заключением и исполнением договора купли-продажи, аренды (субаренды), договора доверительного управления государственным или муниципальным имуществом, иного договора, предусматривающего переход прав владения и (или) пользования в отношении недвижимого имущества;"
"Правительством РФ или Министерством обороны Российской Федерации единственным поставщиком (подрядчиком, исполнителем) продукции, осуществляемой в соответствии с установленным порядком, заказчиком, определенным Правительством или субъектом РФ единственным заказчиком.","о закупке продукции, осуществляемой в соответствии с установленным порядком, заказчиком, определенным Правительством Российской Федерации или Министерством обороны Российской Федерации или субъектом Российской Федерации единственным поставщиком (подрядчиком, исполнителем)."
"Если иное не предусмотрено требованиями Закона 223-ФЗ и принятых в его развитие НПА НПА, не осуществляется формирование, утверждение и ведение ПЗ, ПЗИП и не осуществляется размещение информации в ЕИС, на официальном сайте ЕИС, в том числе в реестре договоров. При проведении закупок, предусмотренных подп. 1 – 3.3(4) Положения, закупки не осуществляются, а не осуществляются.","Если иное не предусмотрено требованиями Закона 223-ФЗ и принятых в его развитие НПА (с учетом требований п. 3.1.7 Положения) при проведении закупок, предусмотренных подп. (1) – 3.3(4) Положения, не осуществляется формирование, утверждение и ведение ПЗ, ПЗИП, не осуществляется размещение информации в ЕИС, на официальном сайте ЕИС, в том числе в реестре договоров."
"Особенности официального размещения информации о закупках, проводимых в случаях, определенных Правительством Российской Федерации в соответствии с частью 16 статьи 4 Закона 223-ФЗ, установлены подразделом 19.6 Положения. Особенности размещения информации об закупках устанавливают подраздел 196 Положения, установленный подразделом 196 Положение.","Особенности официального размещения информации о закупках, проводимых в случаях, определенных Правительством Российской Федерации в соответствии с частью 16 статьи 4 Закона 223-ФЗ, установлены подразделом 19.6 Положения."
"Заказчики II группы не размещают на официальном сайте заказчика сведения о закупке, предмет которой составляет коммерческую тайну и/или служебную информацию ограниченного распространения (подраздел 19.7 Положения).","Заказчики II группы не размещают в ЕИС, на официальном сайте заказчика, на ЭТП сведения о закупке, предмет которой составляет коммерческую тайну и/или служебную информацию ограниченного распространения (подраздел 19.7 Положения)."
"Заказчики не размещают в ЕИС и/или на официальном сайте заказчика сведения о: если иное не предусмотрено требованиями Закона 223-ФЗ и принятых в его развитие НПА НПА, то не размещаются в ЕИС сведения об обязанностях заказчика.",Если иное не предусмотрено требованиями Закона 223-ФЗ и принятых в его развитие НПА (с учетом требований п. 3.1.7 Положения) заказчики не размещают в ЕИС и/или на официальном сайте заказчика сведения о:
"Положения о закупке продукции, проводимой на основании неконкурентных способов закупки, предусмотренных подп. 6.1.1 (а) - 6.1.1(е) Положения (за исключением сведений, подлежащих включению в ПЗИП), реестр договоров в ЕИС). Эксперты считают, что закупка продукции может оказаться нерентабельной.","закупке продукции, проводимой на основании неконкурентных способов закупки, предусмотренных подп. 6.1.1(а) - 6.1.1(е) Положения (за исключением сведений, подлежащих включению в ПЗ (ПЗИП), реестр договоров в ЕИС);"
"Сведения о конкретной закупке, определенной координационным органом Правительства Российской Федерации, не составляют государственную тайну, но не подлежат размещению в ЕИС при реализации инвестиционных проектов, указанных в части 1 статьи 3.1 Закона 223-ФЗ (подп. (1) Положения), если в отношении такой закупки не принято решение в соответствии с пунктом 1 части 16 статьи 4.1 Положения, сведения о которой не составляют гостайну.","о конкретной закупке, определенной координационным органом Правительства Российской Федерации, сведения о которой не составляют государственную тайну, но не подлежат размещению в ЕИС при реализации инвестиционных проектов, указанных в части 1 статьи 3.1 Закона 223-ФЗ (если в отношении такой закупки Правительством Российской Федерации не принято решение в соответствии с пунктом 1 части 16 статьи 4 Закона 223-ФЗ (подп. (1) Положения);"
"Сведения о закупке конкретных видов продукции машиностроения не составляют государственную тайну, но не подлежат размещению в ЕИС при реализации предусмотренных частью 1 статьи 3.1 Закона 223-ФЗ инвестиционных проектов, если в отношении таких видов не принято решение в соответствии с пунктом 2 части 16 статьи 4 Положения.","о закупке конкретных видов продукции машиностроения, определенных координационным органом Правительства Российской Федерации, которая включается в перечни перспективных потребностей в продукции машиностроения, необходимой для реализации предусмотренных частью 1 статьи 3.1 Закона 223-ФЗ инвестиционных проектов, и сведения о закупке которой не составляют государственную тайну, но не подлежат размещению в ЕИС при реализации таких инвестиционных проектов (если в отношении таких видов (групп) продукции Правительством Российской Федерации не принято решение в соответствии c пунктом 2 части 16 статьи 4 Закона 223-ФЗ (подп. (1) Положения)."
"Заказчики вправе не размещать в ЕИС и/или на официальном сайте заказчика сведения о закупках, НМЦ которых не превышает 100 000 рублей с НДС, а в случае, если годовая выручка заказчика за отчетный финансовый год составит более чем 5 000 000 000 рублей – 500 000 руб. с НДС. Сведения о таких закупках могут не включаться в РПЗ только в случае проведения закупки малого объема у единственного поставщика по подп. 6.6(39) Положения.","Заказчики вправе не размещать в ЕИС и/или на официальном сайте заказчика сведения о закупках, НМЦ которых не превышает 100 000 рублей с НДС, а в случае, если годовая выручка заказчика за отчетный финансовый год составит более чем 5 000 000 000 рублей – 500 000 рублей с НДС. Сведения о таких закупках могут не включаться в РПЗ только в случае проведения закупки малого объема у единственного поставщика по подп. 6.6(39) Положения, НМЦ которой, в том числе с учетом особенностей, установленных в п. 19.26.2 Положения, не превышает 100 000 рублей с НДС, а в случае, если годовая выручка заказчика за отчетный финансовый год составит более чем 5 000 000 000 рублей – 500 000 рублей с НДС."
"В ходе проведения закупок закупок не указываются данные о составе ЗК, СЗК и персональном голосовании. В протоколах не указываются количество ЗК и СЗК, а не указываются даже персональный голосовании.","В формируемых в ходе проведения закупок протоколах не указываются данные о составе ЗК, СЗК и персональном голосовании."
"В случае согласования эксплуатационных характеристик с координационным органом Правительства Российской Федерации по согласованию закупок заказчиков не подлежат размещению в ЕИС сведения о закупке продукции из перечня товаров с НМЦ договора, превышающего величину, установленную Правительством РФ.","В случаях, предусмотренных статьей 3.1-1 Закона 223-ФЗ, до согласования эксплуатационных характеристик с координационным органом Правительства Российской Федерации по согласованию закупок заказчиков не подлежат размещению в ЕИС сведения о закупке продукции из перечня товаров с НМЦ договора, превышающей величину, установленную Правительством Российской Федерации, в том числе использование которых предусмотрено условиями закупок, предметом которых являются выполнение работ, оказание услуг, аренда (включая фрахтование, финансовую аренду), и (или) возможности осуществления таких закупок за пределами территории Российской Федерации."
Cи российскиеCи российскиCи ироссийские2 недели. ФутболиФутболи футболи футболиФутболи.,
"Система управления закупочной деятельностью системы управления закупочными деятельностью система управления закупочным деятельностью Система закупочной деятельности Система закупочная деятельность Система закупочных закупочных деятельностей Систем управления закупкой деятельностью Системы управления закупочная деятельностью Программа управления закупочную деятельностью Автомат управления закупочных деятельностью Контроль закупочных закупок Система закупочного управления закупок Систему управления закупочные деятельностью Разработчики закупочной и закупочной номенклатурой Система закупок закупочной деятельность Системы закупочной деятельности системы закупочной деятельности система управления поставочной деятельностью Глава закупочной инспекции Система закупочную деятельность Автоматизация закупочной деятельности — система закупочной деятельности. Система управление закупочными деятельностьью Система контроля закупочной деятельности, закупочная система и управление закупочной деятельностей. Система контроль закупочной деятельностиСистема ",Система управления закупочной деятельностью
"Заказчики Заказчики, Заказчик и Заказчики. Заказчики Крупнейшие и крупнейшие грузоперевозки и грузоперевозки. Заказчики и заказчики Заказчиков. Заказчикам нужны заказчики, а заказчики и т.д. заказчики.",Заказчики
"За заказчиком 1-го уровня, осуществляющим общее управление закупочной деятельностью для достижения целей, установленных Законом 270-ФЗ, закреплены следующие полномочия и полномочия: за заказчиком, управляющим общей управлением закупочной деятельности, закреплена следующая полномочия.","За заказчиком 1-го уровня, осуществляющим общее управление закупочной деятельностью для достижения целей, установленных Законом 270-ФЗ, закреплены следующие функции и полномочия:"
"формирование и развитие методологической основы организации закупочной деятельности заказчиков всех уровней, в том числе разработка и актуализация настоящего Положения и правовых актов Корпорации, принимаемых в его развитие.","формирование и развитие методологической основы организации закупочной деятельности заказчиков всех уровней, в том числе разработка и актуализация настоящего Положения и правовых актов Корпорации, принимаемых в его развитие;"
"Закупочная деятельность для собственных нужд и/или для целей коммерческого использования продукции. Для закупочной деятельности закупочная деятельность должна обеспечивать собственные нужд, а также коммерческое использование продукции.",реализация закупочной деятельности для собственных нужд и/или для целей коммерческого использования продукции;
"Аналитический анализ и мониторинг осуществления закупочной деятельности организаций Корпорации, в том числе – на основании аналитических и отчетных материалов, представляемых заказчиками 2-го уровня Корпорации. Аналитический и отчетный материал, представляемые заказчиками, представляются заказчиками, а также – на основе аналитических материалов, представленных заказчиками.","анализ и мониторинг осуществления закупочной деятельности организаций Корпорации, в том числе – на основании аналитических и отчетных материалов, представляемых заказчиками 2-го уровня;"
"Корпорация, формируемая заказчиками 2-го и 3-го уровней, согласует РПЗ, формируемых заказчиками 2-г и 3-х уровней в порядке, установленном в настоящем Положении и в правовых актах Корпорации, принятых в развитие Положения. согласование ПЗИП и корректировки ПЗИП заказчиков 3-го и 4-го уровней в соответствии с настоящим Положением.","согласование РПЗ, формируемых заказчиками 2-го уровня, включая РПЗ заказчиков 3-го уровня (при наличии);согласование ПЗИП (включая корректировки ПЗИП) заказчиков 2-го и 3-го уровней в порядке, установленном в настоящем Положении и в правовых актах Корпорации, принятых в развитие Положения;"
Разработка образовательных и аттестационных стандартов для заказчиков всех уровней для закупающих работников заказчиков все уровней и разработка аттестационной стандартов заказчиков для заказчика всей уровней.,разработка образовательных и аттестационных стандартов для закупающих работников заказчиков всех уровней;
"Автоматизация московского офисного офиса для российских компаний — это уже не первый этап международной экономической аттестации, а единственный этап для того, чтобы попасть в международную операционную систему, которая может быть проведена уже на следующей неделе. Основным источником для успешной работы является международная аттестация для иностранных инвесторов, а не только для компаний, но и для специалистов, а также для участников рынка.",автоматизация закупочной деятельности;
"Аналитический анализ отчетности о результатах закупочной деятельности заказчиков 2-го и 3-го уровней, в объеме, установленном в соответствии с настоящим Положением и правовыми актами Корпорации, принятыми в развитие Положения, а также анализ правовых актов, принятых в развитии Положения.","анализ отчетности о результатах закупочной деятельности заказчиков 2-го и 3-го уровней, в объеме, установленном в соответствии с настоящим Положением (раздел 23. Положения) и правовыми актами Корпорации, принятыми в развитие Положения;"
"Организация закупочной деятельности, закупочная деятельность и организация закупочной деятельности в госорганах, иными учреждениями и организациями по вопросам организации закупочной деятельности и взаимодействие с органами государственной власти по вопросам закупочной деятельности.","взаимодействие с органами государственной власти, иными учреждениями и организациями по вопросам организации закупочной деятельности;"
"«Рассмотрение жалоб в рамках компетенции, определенной в соответствии с Положением «Обжалование жалоб в соответствии со Положением» «Обжалования жалоб».","рассмотрение жалоб в рамках компетенции, определенной в соответствии с Положением;"
"Корпорация «Крупнейшие закупочные компании» будет принимать участие в реализации категорийного подхода к управлению закупочной деятельностью в пределах компетенции Корпорации, установленной правовым актом Корпорации.","участие в пределах компетенции, установленной правовым актом Корпорации, в реализации категорийного подхода к управлению закупочной деятельностью."
"За заказчиком 2-го уровня (кром ГО ХК (ИС) закреплены следующие полномочия и полномочия: за заказчиком закреплены такие полномочия, а за заказчиком 3-го уровня установлены следующие функции.",За заказчиком 2-го уровня (кроме ГО ХК (ИС)) закреплены следующие функции и полномочия:
"Закупочная деятельность для собственных нужд и/или для целей коммерческого использования продукции. Для закупочной деятельности закупочная деятельность должна обеспечивать собственные нужд, а также коммерческое использование продукции.",реализация закупочной деятельности для собственных нужд и/или для целей коммерческого использования продукции;
"Корпорация может согласовать согласование РПЗ и ПЗИП заказчиков 3-го уровня, в уставном капитале которых более 50% долей в совокупности принадлежит соответствующему заказчику 2-го уровня в порядке, установленном правовым актом Корпорации (п. 9.1.4, 9.1.10 Положения) и корректировку ПЗИП.","согласование РПЗ и ПЗИП (корректировки ПЗИП) заказчиков 3-го уровня, в уставном капитале которых более 50% (пятидесяти процентов) долей в совокупности принадлежит соответствующему заказчику 2-го уровня в порядке, установленном правовым актом Корпорации (п. 9.1.4, 9.1.10 Положения);"
"Защита ПЗИП и корректировки ПЗИП в порядке, установленном в настоящем Положении и в правовых актах Корпорации, принятых в развитие Положения, а также формирование и защита ПЗИП заказчиков 3-го уровня – при наличии.","формирование и защита РПЗ (включая РПЗ заказчиков 3-го уровня – при наличии), а также защита ПЗИП, корректировки ПЗИП (включая ПЗИП заказчиков 3-го уровня – при наличии) в порядке, установленном в настоящем Положении и в правовых актах Корпорации, принятых в развитие Положения;"
"Корпорация «Корпорация» согласовала отчетность о результатах закупочной деятельности заказчиков 3-го уровня, в уставном капитале которых более 50% (пятидесяти процентов) долей в совокупности принадлежит соответствующему заказчику 2-го уровня и согласование отчетности о проведенных закупках заказчиков 2-го и 3-го уровней, в объеме, установленном правовым актом Корпорации (п. 9.1.4, 9.1.10 Положения).","согласование отчетности о результатах закупочной деятельности заказчиков 3-го уровня, в уставном капитале которых более 50% (пятидесяти процентов) долей в совокупности принадлежит соответствующему заказчику 2-го уровня, в объеме, установленном в соответствии с Положением (подраздел 23. Положения), и в порядке, установленном правовым актом Корпорации (п. 9.1.4, 9.1.10 Положения);"
"Контроль за отчетностью о результатах закупочной деятельности заказчиков 3-го уровня – при наличии – в порядке, установленном в настоящем Положении и правовых актах Корпорации, принятых в развитие Положения. Корпорация будет защищать отчетность и защищать ее в соответствии с правовыми актами Корпорации.","формирование и защита отчетности о результатах закупочной деятельности (включая отчетность о результатах закупочной деятельности заказчиков 3-го уровня – при наличии) в порядке, установленном в настоящем Положении и правовых актах Корпорации, принятых в развитие Положения;"
"Контрол закупочной деятельности заказчиков 3-го уровня, в уставном капитале которых более 50% (пятидесяти процентов) долей в совокупности принадлежит соответствующему заказчику 2-го уровня.","контроль закупочной деятельности заказчиков 3-го уровня, в уставном капитале которых более 50% (пятидесяти процентов) долей в совокупности принадлежит соответствующему заказчику 2-го уровня."
"За ГО ХК, являющимися заказчиками 2-го уровня, закреплены следующие полномочия и полномочия: за ГО ХК (ИС) закреплены такие полномочия, а также полномочия.","За ГО ХК (ИС), являющимися заказчиками 2-го уровня, закреплены следующие функции и полномочия:"
"Закупочная деятельность для собственных нужд и/или для целей коммерческого использования продукции. Для закупочной деятельности закупочная деятельность должна обеспечивать собственные нужд, а также коммерческое использование продукции.",реализация закупочной деятельности для собственных нужд и/или для целей коммерческого использования продукции;
"Корпорация может согласовать согласование РПЗ и ПЗИП заказчиков 3-го уровня, входящих в состав соответствующей ХК (ИС), в порядке, установленном правовым актом Корпорации. Эксперты считают, что корректировка ПЗИП может быть корректирована заказчиками, входящим в состав ИС.","согласование РПЗ и ПЗИП (корректировки ПЗИП) заказчиков 3-го уровня, входящих в состав соответствующей ХК (ИС), в порядке, установленном правовым актом Корпорации (п. 9.1.4, 9.1.10 Положения);"
"Защита ПЗИП и корректировки ПЗИП в порядке, установленном в настоящем Положении и в правовых актах Корпорации, принятых в развитие Положения (п. 9.1.4, 9.1.10 Положения), а также формирование и защита ПЗИП заказчиков 3-го уровня – при наличии.","формирование и защита РПЗ (включая РПЗ заказчиков 3-го уровня – при наличии), а также защита ПЗИП, корректировки ПЗИП (включая ПЗИП заказчиков 3-го уровня – при наличии) в порядке, установленном в настоящем Положении и в правовых актах Корпорации, принятых в развитие Положения (п. 9.1.4, 9.1.10 Положения);"
контроль контроль закупочной и контрольной закупочной системы и контроль закупочной группы (ХК) (ХК (ИС)) (ИС) (ИС). Эксперты (ИС) и ИС (ИС).,"контроль закупочной деятельности заказчиков 3-го уровня, входящих в состав соответствующей ХК (ИС);"
"Организация закупки для заказчиков 3-го уровня, входящих в состав соответствующей ХК (ИС), осуществляет функции организатора закупки, при закупках: организатор закупки осуществляет функций организатора для закупчиков 3-го и 3-го уровней. При закупках: заказчики, входящие в состав ИС, осуществляют функции закупки: осуществление функций заказчиков трехго уровня при закупках «С» и «С» при закупках.","осуществление функций организатора закупки для заказчиков 3-го уровня, входящих в состав соответствующей ХК (ИС), при закупках:"
"Свыше стоимостного порога, определенного правовым актом соответствующей ГО ХК (ИС) организаторами закупки выступают ИДО и ИДО, а также продукции, в отношении которой организаторы закупки согласно подп. (1) Положения выступают ИС (за исключением продукции, которая организаторами покупки согласно Подп. 1 Положения выступает ИДО).","продукции свыше стоимостного порога, определенного правовым актом соответствующей ГО ХК (ИС) (за исключением продукции, в отношении которой организаторами закупки согласно подп. (1) Положения выступают ИДО);"
"Организации закупки на централизованной (консолидированной) основе по перечню, утвержденному правовым актом соответствующей ГО ХК (ИС), а также продукции, в отношении которой организаторами закупки выступают ИДО. Эксперты считают, что организаторы закупки согласно подп. (1) Положения выступают ИС.","продукции, подлежащей закупке на централизованной (консолидированной) основе по перечню, утвержденному правовым актом соответствующей ГО ХК (ИС) (за исключением продукции, в отношении которой организаторами закупки согласно подп. (1) Положения выступают ИДО);"
"Корпорация ХК согласовала отчетность о результатах закупочной деятельности заказчиков 3-го уровня, входящих в состав соответствующей ХК (ИС), в объеме, установленном правовым актом Корпорации, и согласование отчетности о работе заказчиков в соответствии с Положением и в порядке, установленным законодательством.","согласование отчетности о результатах закупочной деятельности заказчиков 3-го уровня, входящих в состав соответствующей ХК (ИС), в объеме, установленном в соответствии с Положением (п. 23.1.2 Положения), и в порядке, установленном правовым актом Корпорации (п. 9.1.4, 9.1.10 Положения);"
"Контроль за отчетностью о результатах закупочной деятельности заказчиков 3-го уровня – при наличии – в порядке, установленном в настоящем Положении и в правовых актах Корпорации, принятых в развитие Положения.","формирование и защита отчетности о результатах закупочной деятельности (включая отчетность о результатах закупочной деятельности заказчиков 3-го уровня – при наличии) в порядке, установленном в настоящем Положении и в правовых актах Корпорации, принятых в развитие Положения;"
"«Рассмотрение жалоб в рамках компетенции, определенной в соответствии с Положением «Обжалование жалоб в соответствии со Положением» «Обжалования жалоб».","рассмотрение жалоб в рамках компетенции, определенной в соответствии с Положением;"
"Корпорация «Крупнейшие закупочные компании» будет принимать участие в реализации категорийного подхода к управлению закупочной деятельностью в пределах компетенции Корпорации, установленной правовым актом Корпорации.","участие в пределах компетенции, установленной правовым актом Корпорации, в реализации категорийного подхода к управлению закупочной деятельностью."
"За заказчиками 3-го уровня закреплены следующие полномочия и полномочия: за заказчиками закреплены такие полномочия, а за заказчиками третьего уровня установлены следующие функции: Заказчики закреплены за заказчиками 4-го уровня.",За заказчиками 3-го уровня закреплены следующие функции и полномочия:
"Закупочная деятельность для собственных нужд и/или для целей коммерческого использования продукции. Для закупочной деятельности закупочная деятельность должна обеспечивать собственные нужд, а также коммерческое использование продукции.",реализация закупочной деятельности для собственных нужд и/или для целей коммерческого использования продукции;
"Корпорация Защита РПЗ, ПЗИП и корректировки ПЗИП в порядке, установленном настоящим Положением и правовыми актами Корпорации, принятыми в развитие настоящего Положения. Защита Корпорации и ПЗИП, принятые в развитие Положения, будет осуществляться в соответствии с настоящим Положением.","защита РПЗ, ПЗИП (включая корректировки ПЗИП) в порядке, установленном настоящим Положением и правовыми актами Корпорации, принятыми в развитие настоящего Положения;"
"Защита отчетности о результатах закупочной деятельности в порядке, установленном в настоящем Положении и правовых актах Корпорации, принятых в развитие Положения, а также защита отчетности, установленной в настоящее и настоящем Положения.","защита отчетности о результатах закупочной деятельности в порядке, установленном в настоящем Положении и правовых актах Корпорации, принятых в развитие Положения;"
